parent	child
0001507	0000002
0000001	0000005
0000005	0000006
0000005	0000007
0000119	0000078
0000119	0000079
0000001	0000118
0000118	0000119
0000118	0000152
0000152	0000234
0000598	0000356
0000598	0000359
0000598	0000364
0000598	0000370
0000152	0000464
0000118	0000478
0000118	0000598
0000118	0000707
0000118	0000769
0000769	0000771
0003011	0000775
0001939	0000816
0000118	0000818
0000818	0000820
0000818	0000828
0000818	0000834
0000818	0000847
0000818	0000864
0000818	0000873
0000118	0000924
0001574	0000951
0001197	0001194
0000118	0001197
0040064	0001218
0010985	0001417
0000005	0001425
0000005	0001426
0000005	0001427
0000005	0001428
0025031	0001438
0001428	0001442
0010985	0001450
0000006	0001452
0001466	0001452
0000005	0001466
0003011	0001469
0000006	0001470
0000005	0001472
0000118	0001507
0001507	0001510
0011420	0001522
0001197	0001557
0001197	0001560
0000118	0001574
0000118	0001608
0001608	0001609
0001608	0001611
0001608	0001612
0001608	0001620
0001608	0001621
0001197	0001622
0000118	0001626
0001608	0001686
0011420	0001699
0001197	0001787
0000118	0001871
0001871	0001872
0001871	0001892
0001871	0001928
0000118	0001939
0001939	0001946
0001871	0001977
0001871	0001978
0025031	0002012
0000118	0002086
0001626	0002597
0000118	0002664
0001197	0002686
0000118	0002715
0002086	0002795
0040064	0002814
0040064	0002817
0001939	0002904
0000118	0003011
0001939	0003111
0000818	0003117
0001939	0003119
0001939	0003343
0001939	0003533
0000118	0003549
0003674	0003577
0003674	0003581
0011008	0003587
0003674	0003593
0003674	0003621
0003674	0003623
0012823	0003674
0003679	0003676
0003679	0003677
0003679	0003678
0012823	0003679
0003679	0003680
0000005	0003743
0003743	0003744
0000005	0003745
0003011	0003800
0011420	0003811
0012823	0003812
0011420	0003819
0011420	0003826
0003812	0003828
0003812	0003829
0025031	0004298
0001507	0004323
0001939	0004354
0001939	0004360
0001939	0004364
0001939	0004367
0001939	0004370
0000769	0004404
0001871	0005561
0000818	0008373
0000598	0008771
0003549	0009025
0001608	0009088
0003549	0009124
0003011	0009127
0040064	0009127
0003011	0009131
0001608	0010300
0000769	0010311
0000769	0010312
0001939	0010472
0000924	0010766
0001939	0010876
0001939	0010932
0001626	0010948
0002715	0010978
0001426	0010982
0001426	0010984
0000005	0010985
0002715	0010987
0012823	0011008
0001939	0011013
0001939	0011017
0025031	0011024
0001626	0011025
0001939	0011032
0001939	0011034
0001574	0011138
0040006	0011420
0001197	0011425
0003674	0011463
0002664	0011792
0002664	0011793
0003011	0011804
0003011	0011805
0000924	0011842
0000924	0011843
0000818	0012029
0002086	0012252
0000006	0012275
0001939	0012337
0000478	0012372
0000478	0012373
0025142	0012378
0001939	0012379
0025142	0012531
0001939	0012537
0000707	0012638
0000707	0012639
0000818	0012680
0000001	0012823
0001939	0025021
0000118	0025031
0025031	0025032
0025031	0025033
0000118	0025142
0001574	0025276
0025142	0030166
0001626	0030680
0001507	0030853
0000001	0040006
0000118	0040064
0000924	0040068
0040064	0040068
0001939	0040127
0001939	0040142
0000924	0040166
0045027	0045026
0000118	0045027
0001939	0100508
0001939	0100530
0003549	0100536
0001507	0100555
0000119	0100589
0011420	0100613
0003549	0100658
0003549	0100685
0003549	0100699
0001939	0100758
0002715	0100763
0003549	0100790
0000769	0100829
0000769	0100853
0001608	0200046
0000707	0410008
0000924	3000050
0003549	3000050
